,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10,jobTitle,skills,Activity,Activite1,Activite2,Activite3,Activite4,Activite5,Activite6,Activite7,Activite8,Activite9,Activite10
40,Business Intelligence Internal,"['Microsoft Power BI', 'SQL Server Management Studio', 'Microsoft SQL Server', 'Extract, Transform, Load (ETL)', 'SQL', 'Python (programming language)']",['Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL'],Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL,,,,,,,,,,Business Intelligence Developer,"['Extract, Transform, Load (ETL)', 'SQL', 'Microsoft Power Query', 'powerbi', 'Oracle SQL Developer', 'Microsoft SQL Server']",['unknown'],unknown,,,,,,,,,
41,Business Intelligence Internal,"['Microsoft Power BI', 'Talend', 'R', 'Python', 'Microsoft Excel', 'Decision-making informatics']",['Skills: Microsoft Power BI · Talend · R · Microsoft Excel'],Skills: Microsoft Power BI · Talend · R · Microsoft Excel,,,,,,,,,,Business Intelligence Consultant,"['SQL Server Management Studio', 'Business Intelligence (BI)', 'SQL', 'Microsoft Power BI', 'SQL Server Integration Services (SSIS)', 'Python (Programming Language)']","['National Observatory Project:', 'Drafting of technical and functional specifications', 'Development of different data integration packages', 'Cadming', 'Pilotage']",National Observatory Project:,Drafting of technical and functional specifications,Development of different data integration packages,Cadming,Pilotage,,,,,
42,Business Intelligence Developer,"['SQL Server Integration Services (SSIS)', 'SQL Server Management Studio', 'SQL', 'Spring Boot', 'Angular', 'Data analysis']",['unknown'],unknown,,,,,,,,,,Business Intelligence Internal,"['Microsoft Power BI', 'HTML5', 'Cascading Style Sheets (CSS)', 'Boy Scouts', 'Camping', 'unknown']","[""I'm currently working on implementing a reporting platform for a municipality's Commercial performance. This platform will provide valuable insights and support data-driven decision making for the municipality. I'm using advanced technologies like Data Warehouse and PowerBI to create a user-friendly interface for monitoring and analysis key metrics. As a Business Intelligence Internal, I'm able to apply my technical skills and knowledge to make a positive impact on the success of the municipality. This internship is a valuable opportunity for me to gain hands-on experience in Business Intelligence, data analysis, and technology implementation and enhancement my resume.""]","I'm currently working on implementing a reporting platform for a municipality's Commercial performance. This platform will provide valuable insights and support data-driven decision making for the municipality. I'm using advanced technologies like Data Warehouse and PowerBI to create a user-friendly interface for monitoring and analysis key metrics. As a Business Intelligence Internal, I'm able to apply my technical skills and knowledge to make a positive impact on the success of the municipality. This internship is a valuable opportunity for me to gain hands-on experience in Business Intelligence, data analysis, and technology implementation and enhancement my resume.",,,,,,,,,
0,Business Intelligence Developer,"['SQL Server Integration Services (SSIS)', 'SQL Server Management Studio', 'SQL', 'Spring Boot', 'Angular', 'Data analysis']",['unknown'],unknown,,,,,,,,,,Internal Business Intelligence ,"['Redmine', 'Microsoft Power BI', 'Talend Open Studio', 'R', 'Big data', 'Deep learning']","['Design and implementation of dashboards to analyse the RUN MEDIANET SERVICE activity:', '> Dashboard with plots, charts, filters about the project, tickets and their managers.', '> Follow-up of the status of a task(Ticket) and its deadlines.', '> Team performance monitoring and the advancement of the sprint.', '> Advancement of the sprint.', '> Generation of business production plans.', '> Identification of project monitoring indicators (PPIs).']",Design and implementation of dashboards to analyse the RUN MEDIANET SERVICE activity:,"> Dashboard with plots, charts, filters about the project, tickets and their managers.",> Follow-up of the status of a task(Ticket) and its deadlines.,> Team performance monitoring and the advancement of the sprint.,> Advancement of the sprint.,> Generation of business production plans.,> Identification of project monitoring indicators (PPIs).,,,
1,Business Intelligence Trainee,"['Extract, Transform, Load (ETL)', 'Leadership', 'Engineering', 'Project management', 'RStudio', '.NET Core']","['Skills: Extract, Transform, Load (ETL) · Microsoft Power BI']","Skills: Extract, Transform, Load (ETL) · Microsoft Power BI",,,,,,,,,,Internal Business Intelligence ,"['Redmine', 'Microsoft Power BI', 'Talend Open Studio', 'R', 'Big data', 'Deep learning']","['Design and implementation of dashboards to analyse the RUN MEDIANET SERVICE activity:', '> Dashboard with plots, charts, filters about the project, tickets and their managers.', '> Follow-up of the status of a task(Ticket) and its deadlines.', '> Team performance monitoring and the advancement of the sprint.', '> Advancement of the sprint.', '> Generation of business production plans.', '> Identification of project monitoring indicators (PPIs).']",Design and implementation of dashboards to analyse the RUN MEDIANET SERVICE activity:,"> Dashboard with plots, charts, filters about the project, tickets and their managers.",> Follow-up of the status of a task(Ticket) and its deadlines.,> Team performance monitoring and the advancement of the sprint.,> Advancement of the sprint.,> Generation of business production plans.,> Identification of project monitoring indicators (PPIs).,,,
2,Business Intelligence Developer,"['Microsoft Power BI', 'Python (programming language)', 'R (programming language)', 'Spring Boot', '.NET framework', 'Project management']","['Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.', 'this solution based on 3 steps:', '1/Data prepertion: data clearing with Python and R', '2/Elaborate the modelling phase', '3/Creating a predictive model']",Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.,this solution based on 3 steps:,1/Data prepertion: data clearing with Python and R,2/Elaborate the modelling phase,3/Creating a predictive model,,,,,,Consultant Business Intelligence ,"['Big Data', 'Data analysis', 'python', 'Agile methods', 'Shell Script', 'Scrum']","['Consultant Business intelligence ', 'Qlik Sense, Qlik View, MSBI, Talend']",Consultant Business intelligence ,"Qlik Sense, Qlik View, MSBI, Talend",,,,,,,,
3,Business Intelligence Internal,"['Telecommunications', 'Microsoft Word', 'Strategic planning', 'Business intelligence', 'Big data', 'Data analysis']",['unknown'],unknown,,,,,,,,,,Junior Business Intelligence developer ,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
4,Business Intelligence Engineer,"['Data Analytics', 'Gaming', 'python', 'Microsoft Power BI', 'Microsoft Excel', 'Google Analytics']",['unknown'],unknown,,,,,,,,,,Consultant business intelligence,"['Microsoft Power BI', 'SQL Server Integration Services (SSIS)', 'SQL Server Analysis Services (SSAS)', 'SQL Server Reporting Services (SSRS)', 'Microsoft SQL Server', 'Talend']","['• Analyze and identify functional and technical needs.\r', '• Model and enrich the datawarehouse.\r', '• Scheduling and deployment of jobs.\r', '• Guidance: Training and mentoring of trainees for end-of-studies projects']","• Analyze and identify functional and technical needs.","• Model and enrich the datawarehouse.","• Scheduling and deployment of jobs.",• Guidance: Training and mentoring of trainees for end-of-studies projects,,,,,,
5,Business Intelligence Internal,"['DevOps', 'Angular', 'Spring Boot', 'Microsoft Power BI', 'Business Intelligence (BI)', 'Big Data']",['Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS)'],Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS),,,,,,,,,,Consultant Business Intelligence,"['IBM Cognos Analytics', 'DataStage', 'Decision-making informatics', 'Big Data', 'Python', 'scrum']",['unknown'],unknown,,,,,,,,,
6,Business Intelligence Developer,"['Data Warehousing', 'Blockchain', 'Node.js', 'Microsoft Power BI', 'Jupyter', 'Talend Open Studio']","['Data modelling and data warehousing.', '""Implement ETL processes and pipelines.', 'Data Reporting and visualization.', '的 Implementation supervised/unsupervised algorithms']",Data modelling and data warehousing.,"""Implement ETL processes and pipelines.",Data Reporting and visualization.,的 Implementation supervised/unsupervised algorithms,,,,,,,Business intelligence ,"['Microsoft Power BI', 'Project management', 'Management of market research projects', 'Distributed Team Management', 'Data analysis', 'Analysis of requirements']",['Skills: Microsoft Power BI · Project Management'],Skills: Microsoft Power BI · Project Management,,,,,,,,,
7,Business Intelligence Developer,"['SQL Server Integration Services (SSIS)', 'SQL Server Management Studio', 'SQL', 'Spring Boot', 'Angular', 'Data analysis']",['unknown'],unknown,,,,,,,,,,Consultant Business Intelligence ,"['Leadership development', 'Organizational development', 'Product innovation', 'Data analysis', 'Sales process', 'Web development']",['Skills: Data analysis'],Skills: Data analysis,,,,,,,,,
8,Business Intelligence Trainee,"['Extract, Transform, Load (ETL)', 'Leadership', 'Engineering', 'Project management', 'RStudio', '.NET Core']","['Skills: Extract, Transform, Load (ETL) · Microsoft Power BI']","Skills: Extract, Transform, Load (ETL) · Microsoft Power BI",,,,,,,,,,Data的 Business Intelligence Consultant,"['Informatica PowerCenter', 'Microsoft Power BI', 'Data Analysis', 'PL/SQL', 'Java', 'Project Engineering']","['• Informatica Powercenter Consultant', '', ""- Managing VWFS's decision-making system"", '- Development of mappings/workflows under Informatica Powercenter.', '- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).', '', '• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab']",• Informatica Powercenter Consultant,,- Managing VWFS's decision-making system,- Development of mappings/workflows under Informatica Powercenter.,"- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).",,"• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab",,,
9,Business Intelligence Developer,"['Microsoft Power BI', 'Python (programming language)', 'R (programming language)', 'Spring Boot', '.NET framework', 'Project management']","['Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.', 'this solution based on 3 steps:', '1/Data prepertion: data clearing with Python and R', '2/Elaborate the modelling phase', '3/Creating a predictive model']",Development of a BI solution to help detect fraud in health insurance using power bi for reporting and data analysis.,this solution based on 3 steps:,1/Data prepertion: data clearing with Python and R,2/Elaborate the modelling phase,3/Creating a predictive model,,,,,,Consultant Business Intelligence,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
10,Business Intelligence Internal,"['Telecommunications', 'Microsoft Word', 'Strategic planning', 'Business intelligence', 'Big data', 'Data analysis']",['unknown'],unknown,,,,,,,,,,Business Intelligence and Data Analyst ,"['Analytical Skills', 'Data Visualization', 'Communication', 'IBM SPSS', 'DAX', 'Python (Programming Language)']",['unknown'],unknown,,,,,,,,,
11,Business Intelligence Engineer,"['Data Analytics', 'Gaming', 'python', 'Microsoft Power BI', 'Microsoft Excel', 'Google Analytics']",['unknown'],unknown,,,,,,,,,,Junior Business Intelligence developer,"['SQL Server Analysis Services (SSAS)', 'SQL Server Integration Services (SSIS)', 'PowerBI', 'Extract, Transform, Load (ETL)', 'Scrum', 'Automatic learning']",['unknown'],unknown,,,,,,,,,
12,Business Intelligence Internal,"['DevOps', 'Angular', 'Spring Boot', 'Microsoft Power BI', 'Business Intelligence (BI)', 'Big Data']",['Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS)'],Skills: Business Intelligence (BI) · Web Development · SQL Server Integration Services (SSIS),,,,,,,,,,Business Intelligence Developer/Data Analyst,"['Microsoft Power Query', 'Facebook Ads', 'Facebook Marketing', 'Google Analytics', 'Facebook for Business', 'SQL Server Management Studio']","['Analyze marketing data coming from Google Analytics and Facebook Business:', '', '-Establish a connection between Google Analytics and PowerBI.', '-Manipulate Windsor connector to extract data from Facebook Leads, Facebook Ads, and Facebook Insights.', '-Extract, Transform and Load data issued from Google Analytics and Facebook with Power Query.', '-Generate reports and dashboards that answer Business objectives.']",Analyze marketing data coming from Google Analytics and Facebook Business:,,-Establish a connection between Google Analytics and PowerBI.,"-Manipulate Windsor connector to extract data from Facebook Leads, Facebook Ads, and Facebook Insights.","-Extract, Transform and Load data issued from Google Analytics and Facebook with Power Query.",-Generate reports and dashboards that answer Business objectives.,,,,
13,Business Intelligence Internal,"['Machine Learning', 'Artificial Intelligence (AI)', 'Java', 'Python (Programming Language)', 'Database Management System (DBMS)', 'C (Programming Language)']",['Skills: Microsoft Excel'],Skills: Microsoft Excel,,,,,,,,,,Consultant Business Intelligence,"['Python', 'PostgreSQL', 'Agile methods', 'Microsoft Power BI', 'Python (programming language)', 'RStudio']",['Skills: Python · PostgreSQL · Agile methods · Microsoft Power BI · Talend'],Skills: Python · PostgreSQL · Agile methods · Microsoft Power BI · Talend,,,,,,,,,
14,Business Intelligence Developer,"['Extract, Transform, Load (ETL)', 'SQL', 'Microsoft Power Query', 'powerbi', 'Oracle SQL Developer', 'Microsoft SQL Server']",['unknown'],unknown,,,,,,,,,,Consultant Business Intelligence,"['IBM Cognos Analytics', 'DataStage', 'Decision-making informatics', 'Big Data', 'Python', 'scrum']",['unknown'],unknown,,,,,,,,,
15,Business Intelligence Engineer,"['Java', 'Web applications', 'Business', 'Postman API', 'Spring Boot', 'C#']",['unknown'],unknown,,,,,,,,,,Junior Business Intelligence developer,"['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']",['unknown'],unknown,,,,,,,,,
16,Business Intelligence Engineer ,"['Extract, Transform, Load (ETL)', 'SQL', 'MDX', 'MySQL', 'Analysis services', 'Microsoft Power BI']",['unknown'],unknown,,,,,,,,,,Data的 Business Intelligence Consultant,"['Informatica PowerCenter', 'Microsoft Power BI', 'Data Analysis', 'PL/SQL', 'Java', 'Project Engineering']","['• Informatica Powercenter Consultant', '', ""- Managing VWFS's decision-making system"", '- Development of mappings/workflows under Informatica Powercenter.', '- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).', '', '• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab']",• Informatica Powercenter Consultant,,- Managing VWFS's decision-making system,- Development of mappings/workflows under Informatica Powercenter.,"- Preparation of SQL scripts (table creation scripts, queries to check the correct calculation of KPIs).",,"• Technical environment: Oracle, Informatica PowerCenter, SAP BO, Jira, CyberArk, Oracle SQL Developer, GitLab",,,
17,Business Intelligence Consultant,"['ETL Tools', 'SQL', 'Business Intelligence (BI)', 'SQL Server Integration Services (SSIS)', 'Python (Programming Language)', 'Talend Open Studio']",['Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI'],Skills: ETL Tools · SQL · Business Intelligence (BI) · Python (Programming Language) · Talend Open Studio · Microsoft Excel · Microsoft Power BI,,,,,,,,,,Consultant Business Intelligence,"['Big Data', 'Data analysis', 'python', 'Agile methods', 'Shell Script', 'Scrum']","['Consultant Business intelligence ', 'Qlik Sense, Qlik View, MSBI, Talend']",Consultant Business intelligence ,"Qlik Sense, Qlik View, MSBI, Talend",,,,,,,,
18,Business Intelligence Internal,"['Microsoft Power BI', 'SQL Server Management Studio', 'Microsoft SQL Server', 'Extract, Transform, Load (ETL)', 'SQL', 'Python (programming language)']",['Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL'],Skills: Microsoft Power BI · SQL Server Management Studio · Microsoft SQL Server · SQL,,,,,,,,,,Consultant Business intelligence,"['SSIS', 'SSRS', 'Data Warehouse', 'Data Mining', 'Java', 'Microsoft SQL Server']","['Setting up a Datawarehouse:', '• Preparation of technical and functional documentation.', '• Modelling and mapping data from different sources to ODS and DWH databases.', '• Development of SSIS packages to load databases (initial and incremental).', '• Planning of loading jobs.', '• Optimization of SQL queries.', '• Creating relationships with Power BI', 'Technology:', '- Microsoft BI (SSIS), SQL Server, Erwin, Power BI.']",Setting up a Datawarehouse:,• Preparation of technical and functional documentation.,• Modelling and mapping data from different sources to ODS and DWH databases.,• Development of SSIS packages to load databases (initial and incremental).,• Planning of loading jobs.,• Optimization of SQL queries.,• Creating relationships with Power BI,Technology:,"- Microsoft BI (SSIS), SQL Server, Erwin, Power BI.",
19,Business Intelligence Internal,"['Customer Relationship Management (CRM)', 'Digital Transformation', 'Business Intelligence (BI)', 'Microsoft Dynamics AX', 'Business Analysis', 'HTML']",['Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL'],Skills: Business Intelligence (BI) · Microsoft Dynamics AX · SQL,,,,,,,,,,Consultant Business Intelligence,"['Data analysis', 'Big Data Analysis', 'Microsoft BI Suite', 'SQL No', 'MongoDB', 'Talend']",['unknown'],unknown,,,,,,,,,
20,Business Intelligence Trainee,"['ETL tools', 'Python (programming language)', 'Microsoft Power BI', 'R', 'Accounting', 'Big data']","['Project Internship End of Study: ', '-Realization of the functional study.', '-Participation in all phases of ETL. ', '-Dashboard development.', '-Prediction using Machine learning algorithms.', '-Integrate the solution into a web interface using the Django Framework.']",Project Internship End of Study: ,-Realization of the functional study.,-Participation in all phases of ETL. ,-Dashboard development.,-Prediction using Machine learning algorithms.,-Integrate the solution into a web interface using the Django Framework.,,,,,Consultant business intelligence,"['Microsoft Power BI', 'SQL Server Integration Services (SSIS)', 'SQL Server Analysis Services (SSAS)', 'SQL Server Reporting Services (SSRS)', 'Microsoft SQL Server', 'Talend']","['• Analyze and identify functional and technical needs.', '• Model and enrich the datawarehouse.', '• Scheduling and deployment of jobs.', '• Guidance: Training and mentoring of trainees for end-of-studies projects']",• Analyze and identify functional and technical needs.,• Model and enrich the datawarehouse.,• Scheduling and deployment of jobs.,• Guidance: Training and mentoring of trainees for end-of-studies projects,,,,,,
21,Business Intelligence Internal,"['Microsoft Power BI', 'Talend', '.NET Core', 'Symfony Framework', 'Spring Boot', 'R']",['unknown'],unknown,,,,,,,,,,Business intelligence,"['Microsoft Power BI', 'Project management', 'Management of market research projects', 'Distributed Team Management', 'Data analysis', 'Analysis of requirements']",['Skills: Microsoft Power BI · Project Management'],Skills: Microsoft Power BI · Project Management,,,,,,,,,
0,Cloud & DevOps Engineer,"['DevOps', 'Cloud Computing', 'Amazon Web Services (AWS)', 'IT Infrastructure Management', 'Software Development', 'Infrastructure as code (IaC)']",['unknown'],unknown,,,,,,,,,,DevOps & Cloud Engineer,"['Go', 'Terraform', 'Ansible', 'Scrum', 'Docker', 'Angular']",['unknown'],unknown,,,,,,,,,
1,Senior Devops Engineer,"['Continuous Integration and Continuous Delivery (CI/CD)', 'IT Infrastructure Operations', 'Security', 'Server Administration', 'GitOps', 'Docker']",['unknown'],unknown,,,,,,,,,,Senior DevOps Engineer,"['Amazon Web Services (AWS)', 'Ansible', 'C (Programming Language)', 'SQL', 'python', 'Git']",['Skills: SQL · python · Git · Databases · Java · Linux · Software Development · Docker Products · Elasticsearch · DevOps · Terraform · Jenkins · Kubernetes · Azure Kubernetes Service (AKS) · Identity & Access Management (IAM) · IT Cost Optimization · JIRA administration · Financial Operations · Secure SDLC · Team Coordination · Team Leadership · security in depth · GitOps · Secure Communications · Process Optimization · Service Mesh · Cloud Computing · Performance Tuning · Scalability · High Availability (HA) · Testing Automation · Project Management · IaC · Application Security · Agile Methods · Continuous Integration · Object-Oriented Programming (OP) · Automation · Orchestration · Microservices · Containerization'],Skills: SQL · python · Git · Databases · Java · Linux · Software Development · Docker Products · Elasticsearch · DevOps · Terraform · Jenkins · Kubernetes · Azure Kubernetes Service (AKS) · Identity & Access Management (IAM) · IT Cost Optimization · JIRA administration · Financial Operations · Secure SDLC · Team Coordination · Team Leadership · security in depth · GitOps · Secure Communications · Process Optimization · Service Mesh · Cloud Computing · Performance Tuning · Scalability · High Availability (HA) · Testing Automation · Project Management · IaC · Application Security · Agile Methods · Continuous Integration · Object-Oriented Programming (OP) · Automation · Orchestration · Microservices · Containerization,,,,,,,,,
2,DevOps Engineer,"['Tekton CI/CD', 'Gitlab', 'Continuous Integration and Continuous Delivery (CI/CD)', 'Apache Kafka', 'OpenShift', 'Quarkus']",['unknown'],unknown,,,,,,,,,,DevOps engineer,"['Network administration', 'Team spirit', 'Linux System Administration', 'Critical Spirit', 'Sense of organization', 'unknown']",['unknown'],unknown,,,,,,,,,
3,Cloud & DevOps Engineer ,"['Cloud Computing', 'Cloud Security', 'OpenStack', 'Big Data', 'Virtualization', 'Storage Virtualization']","['Working with Microsoft Azure and its different Scopes ( AAD, VMs, SQL, SQLMI, Storage Accounts, Automation Accounts, Azure Functions,..... ).', 'Migrating on-premises Applications to the cloud (hybrid and full public solutions ).', 'Working With Azure Kubernetes Service both Managed and UnManaged.', 'Writing DockerFiles and Generating Docker Images.', 'Developing CICD pipelines using Azure DevOps ( Azure ARM, Bash, Powershell, Ansible....... ).', 'Support of the Infrastructure and running Applications.']","Working with Microsoft Azure and its different Scopes ( AAD, VMs, SQL, SQLMI, Storage Accounts, Automation Accounts, Azure Functions,..... ).",Migrating on-premises Applications to the cloud (hybrid and full public solutions ).,Working With Azure Kubernetes Service both Managed and UnManaged.,Writing DockerFiles and Generating Docker Images.,"Developing CICD pipelines using Azure DevOps ( Azure ARM, Bash, Powershell, Ansible....... ).",Support of the Infrastructure and running Applications.,,,,,DevOps & Cloud Engineer,"['Maven', 'Microsoft Azure', 'Google Cloud Platform (GCP)', 'Docker products', 'Linux', 'JavaFX']",['unknown'],unknown,,,,,,,,,
4,Cloud & DevOps Engineer ,"['Microsoft Office', 'Management', 'Microsoft Excel', 'Customer service', 'Leadership', 'Microsoft Word']","['Load test implementation for new features developed by the dev team before deployment on the production environment', 'Create Jenkins pipeline to automata test execution', 'Analyze load test results to verify if there is a bottleneck that needs improvement in the infrastructure on AWS', 'Create Test Environments on AWS Using Terraform & Packer as IaC (Infrastructure as Code) tool and Ansible as CM (Configuration Management) tool', 'Monitor production environment servers on AWS using CloudWatch service', 'Automatic several manual tasks using Jenkins pipelines', 'Automation and management test and production environment services on AWS']",Load test implementation for new features developed by the dev team before deployment on the production environment,Create Jenkins pipeline to automata test execution,Analyze load test results to verify if there is a bottleneck that needs improvement in the infrastructure on AWS,Create Test Environments on AWS Using Terraform & Packer as IaC (Infrastructure as Code) tool and Ansible as CM (Configuration Management) tool,Monitor production environment servers on AWS using CloudWatch service,Automatic several manual tasks using Jenkins pipelines,Automation and management test and production environment services on AWS,,,,Cloud Engineer & DevOps,"['Microsoft Azure', 'Linux', 'Helm', 'Azure Kubernetes Service (AKS)', 'Azure DevOps', 'Git']","['Project:', '- Talenteo is a native SIRH Cloud solution that covers all HRD management processes: recruitment, training, careers, missions, editing and sending CVs, co-ops, monitoring and evaluation of consultants. The platform is developed with Angular side Front-End and Spring Boot side Back-End.', '', 'Objective:', '- Automation of CI/CD channels to deploy a native SIRH Cloud solution called ""Talenteo"" on a cluster Kubernetes managed by Microsoft Azure (AKS) using Azure DevOps.', '', 'Tasks completed:', '* Configure a pipeline to supply an Azure infrastructure using Terraform (AKS, Blob Storage, Azure Container Registry, Vnet and Subnets).', '* Three namespaces were set up on AKS (Dev, Int, Prod).', '* Deploy PostgreSQL in Statefulset on AKS using Helm and configure the schemas and users of the database.', '* Dockerize the Back-End side micro-services (Spring Boot) with Jib and use a dockerfile to containerize the Front-End part (Angular 9).', '* Template Kubernetes objects to deploy using Helm (Ingress, Deployments, Services, Secrets, TLS certificate).', '* Implement the automated CI/CD chain for each microservice (from GitLab --> Azure DevOps pipelines Build --> Azure DevOps pipelines Release --> AKS).', '* Ensure proper cost management on Azure (Kubecost).', '* Create Pull Requests for major changes made to existing files in GitLab rest (git).', '', 'Technical stack:', '- Ubuntu 20.04 LTS (Focal Fossa), Terraform (v0.12), Azure Cli, Kubernetes (v1.19.11), K9s, Helm (v3), Docker, Jib, Azure Portal, Azure DevOps, Azure Artifacts, maven, SonarQube, JaCoCo, Intellij IDE, VS Code, git, GitLab, AKS, Slack, Jira.']",Project:,"- Talenteo is a native SIRH Cloud solution that covers all HRD management processes: recruitment, training, careers, missions, editing and sending CVs, co-ops, monitoring and evaluation of consultants. The platform is developed with Angular side Front-End and Spring Boot side Back-End.",,Objective:,"- Automation of CI/CD channels to deploy a native SIRH Cloud solution called ""Talenteo"" on a cluster Kubernetes managed by Microsoft Azure (AKS) using Azure DevOps.",,Tasks completed:,"* Configure a pipeline to supply an Azure infrastructure using Terraform (AKS, Blob Storage, Azure Container Registry, Vnet and Subnets).","* Three namespaces were set up on AKS (Dev, Int, Prod).",* Deploy PostgreSQL in Statefulset on AKS using Helm and configure the schemas and users of the database.
5,DevOps Engineer,"['Node.js', 'React.js', 'MongoDB', 'Infrastructure', 'Vagrant', 'Cassandra']","['In this internship i worked on the infrastructure ‘s automation using ansible and create a website for ticket reservation for cinemas in Tunisia using node.js, react.js and Mongolia']","In this internship i worked on the infrastructure ‘s automation using ansible and create a website for ticket reservation for cinemas in Tunisia using node.js, react.js and Mongolia",,,,,,,,,,DevOps engineer,"['docker', 'Kubernetes', 'Ansible', 'Terraform', 'Java', 'JavaScript']",['unknown'],unknown,,,,,,,,,
6,DevOps Engineer,"['Infrastructure as code (IaC)', 'Amazon Web Services (AWS)', 'CI/CD', 'Gitlab', 'Google Cloud Platform (GCP)', 'Google Kubernetes Engine (GKE)']","['Modernisation of Kubernetes resources - Best Practices', 'Migration to a Highly Available and Secure GKE Cluster', 'Monitoring stack : Prometheus Operator, Prometheus, Alertmanager, Grafana, Thanos...', 'Security stack: Certmanager, Letsencrypt...', 'Networking stack: Pomerium, Kubernetes Gateway API...']",Modernisation of Kubernetes resources - Best Practices,Migration to a Highly Available and Secure GKE Cluster,"Monitoring stack : Prometheus Operator, Prometheus, Alertmanager, Grafana, Thanos...","Security stack: Certmanager, Letsencrypt...","Networking stack: Pomerium, Kubernetes Gateway API...",,,,,,Devops Engineer,"['React.js', 'Bitbucket', 'Node.js', 'Sonarqube', 'Jenkins', 'Docker products']",['Skills: Docker Products · Amazon Web Services · Git · Pipelines'],Skills: Docker Products · Amazon Web Services · Git · Pipelines,,,,,,,,,
7,DevOps Engineer,"['Cloud Development', 'Kubernetes', 'DevOps', 'Ansible', 'Azure DevOps', 'Java']",['unknown'],unknown,,,,,,,,,,Devops engineer ,"['ASP.NET', 'Azure SQL', 'ACR', 'docker', 'Gitlab', 'Kubernetes']","['Development and automation project', '• Development an e-learning application.', '• Containerize the application.', '• Deploy application and DB to Azure.', '• Automate CI/CD tasks with Jenkins and Azure Pipelines.', '• Automatic configuration with ansible.', '• Tech :.Net, GitLab, Docke, Azure, Ansible, and Kubernetes.']",Development and automation project,• Development an e-learning application.,• Containerize the application.,• Deploy application and DB to Azure.,• Automate CI/CD tasks with Jenkins and Azure Pipelines.,• Automatic configuration with ansible.,"• Tech :.Net, GitLab, Docke, Azure, Ansible, and Kubernetes.",,,
8,DevOps Engineer,"['Elastic Stack (ELK)', 'Dynatrace', 'Prometheus.io', 'Grafana', 'Linux', 'Jenkins']","['Build secure and automated high-performance computing infrastructure solutions using Ansible, Terraform and K8s.', 'Establishment a CI/CD roadmap and implementing it on the project with Jenkins using Distributed buildings. ', 'Monitor, analytics, and report performance statistics on kubernets cluster using Dynatrace and Prometheus.', 'Experience with Software quality tools (Sonarqube).']","Build secure and automated high-performance computing infrastructure solutions using Ansible, Terraform and K8s.",Establishment a CI/CD roadmap and implementing it on the project with Jenkins using Distributed buildings. ,"Monitor, analytics, and report performance statistics on kubernets cluster using Dynatrace and Prometheus.",Experience with Software quality tools (Sonarqube).,,,,,,,Devops Engineer,"['React.js', 'Bitbucket', 'Node.js', 'Sonarqube', 'Jenkins', 'Docker products']",['Skills : Docker Products · Amazon Web Services · Git · Pipelines'],Skills : Docker Products · Amazon Web Services · Git · Pipelines,,,,,,,,,
